Actions,Domain,Solution ID,Solution,Status,Details,Launch Year,Key Problems Addressed,Partner,Key Solution Elements,Unique Value Proposition,Expected Social Impact,Solution Traction,Partner Type,Address,City,State,Country,PIN/ZIP Code,Email,Contact Number,Website,Target Beneficiaries,Resources,Key Costs,Other Partners,Awards & Recognition,Created By,Created Email ID,Other Locations
,,223,Sangini - Women's Hygiene Solution,Mature,"Sangini initiative has overcome two biggest challenges in solving the unmet need of nearly 46m girls and women -- (a) affordable pads with consistent quality; (b) accessibility to overcome social taboos and stigma for young girls / women. Its innovative sourcing to bring the unit cost down to almost Rs 2, along with making them accessible 7x24 through simple self-service dispensers, has created very scalable and self-sustainable solution with potential to cover entire target geography..It is leveraging local social impact entrepreneurs (e.g., NOBA network alumni) and partner NGOs giving them opportunity to generate enough income to be motivated to grow the effort and maintain the dispensers.",2022,"Adolescent girls and women from low income household, especially in rural areas, lack access to affordable and easily available sanitary pads to ensure good menstrual hygiene. This causes unnecessary infections & suffering. ",NOBA GSR,"The solution involves an innovative model of a sanitary pad dispenser machine. This machine ensures the sourcing of quality pads at affordable rates and ease of delivery & replenishment. Secondly, long-term volume-based sourcing of manufactured pads at strict specs, ensures target affordability of Rs 2 per pad.","Affordability to enable purchase by the poorest sections; Making them accessible 7x24 without facing catcalls; After initial cost of putting the dispensers (generally supported by NGOs, Foundations, CSRs, Govt Schemes), model is completely self-sustainable for life since low-price offsets all the costs, and even providing some income for the entrepreneur maintaining the dispenser and restocking. ","The goal is to reach at least 25% of 46m with unmet need across 8 States with most acute situation (i.e., >50% rural girls/women without affordable and accessible quality pads).in next 5-6 years.","Since the launch of the program in January 2022, 350 villages have gone live with dispensers and incinerators as of March 2023, enabling access to nearly half-a-million girls & women, and already used by >11,000 rural women. This equates to approximately 6.6 lakh days of relief per year through the provision of 13.2 lakh pads annually.",NGO,Mainpura Rajapur Pul Patna Bihar India 800001,Patna,Bihar,India,800001,info@nobagsr.org,+91 6202064224,https://nobagsr.org/,"In a short period of time, the solution has reached more than 1000 communities in Bihar, Jharkhand, West Bengal, Karnataka and several other States. WHEELS is partnering to help scale solution to all States through its NGO and alumni network.",Self-service dispenser; Commitment by local responsible person/entity to maintain and restock. ,"With an affordable cost of ~30k per dispenser machine (inclusive of configuration, shipping and installation & training), it is a low cost and replicable model.",,Numerous State and Social Sector Awards; Support from recent Miss Universe as key spokesperson.,1,info@ypointanalytics.com,-
,,224,"Saukhyam Pads - Environmental friendly, affordable, and quality Sanitary Pads",Draft,"'Saukhyam' has introduced several key innovations. In addition to affordability and quality, it addresses three other key needs: environmental friendliness (eliminating plastics so as to avoid landfill contributions), reduce import bill of billions (substiuting imported wooden pulp by banana fibers available everywhere in India), 90% cost savings (due to 3-year re-usability), and health benefits (reduction in cramps and PCOS). Further, its unique distribution model creates jobs for local women / SHGs that do the final assembly and distribution. ",2020,Traditional pads present multiple challenges: massive addition to landfills; costly; import bill to the country.,Saukhyam,Banana fiber processing center to create key element of the pad; final stitching of pad into usable product; education on this new innovation and benefits.,"3-year re-usability and use of local material (Banana fiber) that replaces imported wooden pulp brings the cost down by 90%; By eliminating plastics present in traditional pads, it eliminates billions of pads going into landfills; health benefits (reduction in PCOS, cramps and rashes); local jobs (assembly and distribution). ",46 million girls and women; Billions saved in import costs,"Reached over 500,000 beneficiaries & built India’s largest reusable pad factory in Kerala",NGO,"Saukhyam House, Mata Amritanandamayi Math P.O. Amritapuri Kollam Kerala India 690546",Kollam,Kerala,India,690546,info@saukhyampads.org,+91 6282103073,https://saukhyampads.org,"Firstly, 46 million girls and women that does not have access to quality and affordable pads. Further, given its strong environmental friendliness, lower cost and health benefits, it impacts every single girl and women - whether in rural or urban area, poor or rich.",Manufacturing setup (for banana fiber processing and conversion into pads); assembly for final stiching; distribution.,Manufacturing facility for banana fiber processing (15-20 lakhs); Training for final assembly; Distribution to end-users.,,Best innovation award by WHEELS Global Foundation Innovation Contest 2023,1,info@ypointanalytics.com,-
,,227,SEL Social Emotion Learning/Resilience for School for moral value education,Mature,"Mental Health for school segment is becoming a pervasive issue, further amplified in rural and under-resourced communities. SEVL (Social-Emotional-Value Based Learning) solution has developed a complete program and methodology to help kids learn using various common scenarios and exercises that kids do throughout the year to buiild mental resilience and capacity to cope from early forming years.",2016,"Children need support to become resilient to cope with the challenges of growing up, those caused by social media, difficult family circumstances etc. But schools lack the skills and materials required to provide the right kind of training & education in a seamless way alongside regular curriculum. ",Feeling Minds ,"Feeling Minds® has done an immense contribution to the field of Education with the Experiential Emotional Educational (EEE) program. 

The EEE program aims to provide a framework for training and equipping students with the necessary skills so that they can apply scientific ways to deal with both ordinary and extraordinary challenges which life presents","Seamless integration of real-life role-play based exercises and projects into regular curriculum, school year calendar, and pedagogy. Covers all key categories of cognitive skills by age. Enables student to build as he/she progresses through next grades so as to build sustaining behaviors and resilience for life-long success.","Improved mental resilience and capacity to cope with pervasive negative environmental and societal influences. *  Enhanced focus and school performance. *  Positive participation and interactions with peers. *  Lower drop-out rates and higher long-term educational achievements. To further accelerate scaling of these impacts, WHEELS and Feeling Minds are collaborating to take SEVL to large school networks like Navodaya and Eklavya schools. ","Feeling Minds has conducted programs for 30+ schools in the country imparting Emotional Education to 15000+ children, 2500+ teachers and 4000+ parents. SEVL model is now being taken to vast nationwide network of PM Shri schools. ",NGO,"102, Shivam Elegant Near Mangalam Vihar, Sikandra, Bodla Road Agra Uttar Pradesh India 282002",Agra,Uttar Pradesh,India,282002,feelingmindsindia@gmail.com,+91 9837007165,https://www.feelingminds.com/,"GoI's new NEP is mandating inclusion of mental health as part of the curriculum, and hence it gives an excellent opportunity to scale the solution to all the schools in India ","Fully developed exercises, tools, aids that integrate into the regular curriculum; Teacher training and support. Online portal for access to rapidly growing material. ",Minimal cost - initial training and as-needed subsequent augmentation. Commitment from school principal and teachers.,,Numerous national and international awards and recognitions for science and research-based SEVL methodology.,1,info@ypointanalytics.com,-
,,228,PEAKMind Solution - Mental Health for Adolescents,Draft,Mental Health for college and high-school youth: Using digital platforms (Mobile-app and website) that uses technology-based self-assessment and then matching with right solution (from self-exercises to 1:1 sessions with a medical psychologists). Being adopted by largest Coaching Centers in Kota (Raj),2020,"Pressure to perform well - in entrance exams, in job interviews, in competitive exams etc. - is a major source of stress amongst high school & college age children. This age group faces several other challenges as they discover themselves and try to carve out the path to their future. But it is critical to identify what sort of support is needed, otherwise effectiveness is low. Challenge is how to do the initial diagnosis quickly & cheaply; and then recommend the right solution. ",PeakMind,Mobile app,PeakMind,TBD,22 students among top 100 JEE & NEET'22 used the solution. More 70% improved persormance and confidence. Reached 50000+ students.,NGO,TBD  TBD Karnataka India 123456,TBD,Karnataka,India,123456,neeraj@peakmind.in,+91 9845065733,https://www.peakmindapp.com,The goal is to empower the students to unlock their full potential and effectively navigate the psychological aspects of their growth journey. Tap the premier Instts.,TBD,Minimal cost. Commitment from college/university. Subscription based model 20-40 rupees per month,,TBD,1,info@ypointanalytics.com,-
,,236,RuralShores/PeopleShores - IT skills training and employment in rural areas,Mature,"RuralShores/PeopleShores’ borrows well-established model of IT Services Outsourcing to social impact space by creating IT Delivery Centers in impoverished tier 3/4 towns/communities that lack good-paying jobs for youth and thus forcing them to migrate to urban centers. Using a win-win partnership with Government bodies (towns, cities, States) and Corporations, these centers provide 200-300 jobs for trained high-school graduates to deliver ISO quality services. Corp clients benefit from lower services cost, avoiding cost of hiring and retention of competitive IT talent, and CSR/Impact branding. Already scaled to 12 Centers in India under RuralShores brand, and 7 in USA under PeopelShores brand. WHEELS is supporting to help scale to hundreds more leveraging its vast network of alumni in senior leadership roles in large Corporations as well as partnerships such as CII & NASSCOM.",2008,"BPO revolution successfully created lots of jobs in and around big cities. But high cost of wages & real estate in these cities means there is an opportunity to shift BPO work to smaller towns. Improved power and data network availability means this is increasingly possible. Without this type of model, high-school youth are forced to migrate to bigger cities, and thus hollowing out smaller towns and cities, and putting enormous pressure on bulging big cities. A massive challenge on all fronts - smaller towns, big cities, straining tax base, youth migration, income disparity etc.",RuralShores ,"IT Delivery Services Center facility with appropriate ISO quality setup (for security, access, privacy, collaboration spaces etc), purpose-built training on IT basics to applications, and business communications; technology infrastructure; Corporate agreements and commitments for services.","RuralShores / PeopleShores' ImpactSourcing innovation brings very unique self-sustainable model that benefits all stakeholders -- Youth getting good-paying jobs where they grew up; host towns seeing economic transformation from these high-tech hubs with 200-300 new jobs; Corporations benefitting from cost-savings in multiple ways (services cost, hiring & retention costs) as well as powerful Social Impact / CSR branding. Revenues generated from ISO quality services duly supports costs of these centers, making the model highly scalable and repeatable.","Tens of millions of rural youth, and associated rural communities which sees economic transformation","12 centers in 8 Indian States, employing over 3000
rural youth delivering IT and BPO services to major companies.
impacted the livelihoods of
over 40,000 rural youth. As well as 7 Centers (under PeopleShores brand) in USA (e.g., Clarksdale, Mississippi; Decatur, Georgia; Pine Bluffs, Arkansas; Brooklyn and Bronx in New York; Washington D.C.). It has already benefitted 3.7 million people. Participation of 30+ marquee Corporate brands. ",NGO,"#135/2, Maruthi Industrial Estate,  ITPL Road, Hoodi, Whitefield Bengaluru Karnataka India 560048",Bengaluru,Karnataka,India,560048,info@ruralshores.com,+91 8040906737,https://www.ruralshores.com,"Solution benefits two main groups: (1) Youth in tier 3/4 impoverish towns & cities, a target market of tens of millions; (2) host towns/cities for which the Outsourcing Centers become magnets of economic transformation creating several fold economic gains.",Motivated civic leaders in towns & cities; Corporate customers with genuine impact goals; Youth looking to transform their lives. ,"Facilities (building, furniture, utilities) for new center; upfront costs of hiring and training of youth prior to securing Corporate service contracts",,"Bronze award in Lifestyle & Social
Impact category by Edison Awards (USA); Top 3 Best Innovations in Asia Pacific by Wall Street Journal, HK; Runner-up for Most Innovative Start-up by NAASCOM; Best Social Catalyst BPO Organization by Economic Times.",1,info@ypointanalytics.com,-
,,238,Samarath Initiative: Skill & vocational training with assured employment for rural youth ,Mature,"The Raah Foundation, a partner of WHEELS, has led the effort to support these disadvantaged applicants through the program “Samarth”. Samarth is based on Raah’s existing strength and expertise in identifying gaps in the development process, offering sustainable solutions to transform the employment situation for this youth population. The program aims to provide vocational, social, and technical training for economically disadvantaged youth between the ages of 18 and 25. In addition, hard and soft skills are taught in this process, curating them towards retail, ITES, manufacturing, and customer support in banking and insurance. English and email communication, sales and marketing, typing, Tally (a popular accounting software), GST, and Microsoft Office are more skills taught through Samarth. ",2022,"India’s average age is around 28.4 years old, making it one of the youngest countries in the world.
The youthful demographic presents great potential for economic growth and innovation. However, about 68% of India’s youth are from rural areas with limited employment opportunities. The education system at a vast majority of these schools and colleges is not fully aligned with the corporate or job market standards, placing these young applicants at a significant disadvantage compared to their urban counterparts. As a result, India is experiencing a large pool of unemployed youth. While some live directionless lives in rural areas, those who migrate to urban areas have trouble finding employment, hence resorting to unorganized labor markets with minimal pay.",Raah Foundation,"Skills training center, disciplined selection methodology to select motivated youth, right tutors, alignment with local area employers, and partnership with CSRs for initial launch period prior to self-sustainability. ","The Raah Foundation has employed numerous innovative aspects to create a cost-effective and scalable model. Firstly, Samarth delivers intensive 5-week training in skills like Intuit QuickBooks, Microsoft Office, and resume-building. Additionally, they emphasize business ethics such as meeting commitments, punctuality, and maintaining professional relationships with managers and colleagues.

Another innovative aspect of Samarth is its “job assurance” initiative, which guarantees a participant's job upon program completion. By leveraging relationships with local businesses, Samarth has secured agreements to hire their trained youth, eliminating the need for interviews, and saving the companies time and money, hence the cost-effectiveness. These businesses often include banks, retailers, credit cooperatives, and microfinancing groups close to the participants’ homes, making employment accessible, known as the “placement cell”.

Lastly, the Raah Foundation has collaborated with a corporate",Thousands of youth benefitting from long-term skills and employment; local businesses benefitting from low turnover from motivated employees that needs very little job training.,"With 15+ locations thriving in Nagpur, Mumbai, Pune, and more, the groundbreaking initiative of Samarth has already empowered 1,480 students by March 2024. 79% of these students have completed their training, with 77% obtaining placements and 8% advancing to higher studies. Plans in progress to expand to other States like Rajasthan in partnership with with WHEELS.",NGO,"K4501, Kohinoor Square N.C. Kelkar Marg Dadar West Mumbai Maharashtra India 400028",Mumbai,Maharashtra,India,400028,vidya@raahfoundation.org,+91 9821615426,,"With each training center's capacity to benefit nearly 500 youth, this self-sustainable model can be taken to several thousand tier-2/3 cities, benefitting several million youths.","Skills training facility, trained tutors, content, funds for initial launch period prior to self-sustainability. ",Initial per student cost of Rs 10000-15000 can be supported by CSRs. Later on the program becomes self-sustainable through fees paid by the employed youth in installments from their salaries.,,Recognition by several CSR partners and State Govt,1,info@ypointanalytics.com,-
,,241,Integrated Smart Village Development,Mature,"Integrated Smart Village Development: Bringing technology and knowledge transfer to help convert local raw food assets (ginger, turmeric, honey etc) into higher-value ventures. Multi-year initiative in Arvalli district of Gujarat. ",2022,"Large parts of rural India face a lack of locally relevant vibrant enterprises rooted in local geographyâ€™s unique economic assets, and hence migration of people from rural villages to urban centers in search of basic livelihood opportunities continues at an increasing pace",IEEE ISV,"Digital literacy and Livelihood enhancement using interactive kiosks, spoken tutorials, training programs, and skills enhancement activities","Combined capabilities of partners IEEE ISV, Srjan Foundation, Mission Samriddhi, and MSS ",Nearly 2000 villagers and students in and around Samlaji Community College,Establishment of Digital Literacy Lab; E-Service Kiosks in 4 GPs; Exploring the Livelihood opportunities with local SHGs ,NGO,Samalaji Arts College  Samalaji Gujarat India 383251,Samalaji,Gujarat,India,383251,satish.chetwani@erda.org,+91 9978940913,https://smartvillage.ieee.org/,The program intertwines entrepreneurial and educational interventions to improve the inclusivity of most marginalized communities,"Local Educational Institutes, SHGs, Line Departments in the government, Local NGOs",Current funding by IEEE ISV,,TBD,1,info@ypointanalytics.com,-
,,243,Prisoner rehabilitation through IT Skills (Spoken Tutorials),Mature,"Samta Foundation has taken Spoken Tutorials to help prisoners acquire IT skills so they can develop self-esteem and capabilities that society would value on their release, and help them earn dignified wages, and not just subsistence level menial transitory jobs that often are insufficient to survive, and thus results in very high recidivism rates. Along with IT training, Samta also provides health services (basic checkups, cataract treatment, vaccinations, meals etc) to help prisoners stand on their two feet. ",2021,"Prisoners live in deplorable conditions, leading to health problems, in-fighting and depressive conditions. In collaboration with prison authorities and the state judiciary system, Samta has been able to introduce initiatives to bring remarkable behavioural change in prisoners and enable them dignified livelihood after their release.",Samta Foundation,Dedicated room with 10-20 computers & headsets; Open source software; Spoken tutorials license; use accounts,Samta Foundation,Several hundred thousand prisoners who need better opportunities to rehabilitate their lives,1000+ prisoners trained in IT skills,NGO,"7th Floor, Gala Impecca Andheri Kurla Road Mumbai Maharashtra India 400059",Mumbai,Maharashtra,India,400059,samta@samtafoundation.org,+91 2269693200,,Good replicable model content and methodology wise,Spoken Tutorials license,Scalable to several thousand prisons in all States,,Govt of Maharashtra and Nasik Region Prison Commissioner,1,info@ypointanalytics.com,-
,,245,EcoSchools,Pending,"EcoSchools solution for enabling middle-school kids with integrated learnings through hands-on work in eco-gardens adjacent to their schools so as to learn about climate, environment, flora & fauna, health, and hygiene.",2022,Global warming driven challenges require a multi-disciplinary approach with experiential learning for young minds.,Rotary,TBD,"Rotary, Aurovile Foundation",TBD,"â€˜Ecoshoolâ€™ clusters around a central â€˜EcoCenterâ€™. The model is leveraging already completed a city-level transformation (from massive trash-dump to vibrant forest) and 50+ years of innovation. The State Government of Tamil Nadu, local Rotary Clubs and IT Center Corporations have already committed their support.",NGO,TBD  Chennai Tamil Nadu India 123456,Chennai,Tamil Nadu,India,123456,Email TBD, Mobile TBD,,Programs present a compelling scaling opportunity to be taken to more than 2 million middle schools and high schools in India touching nearly more than 200 million future youth leaders.,TBD,Minimal cost. Commitment from schools and local governments,,TBD,1,info@ypointanalytics.com,-
,,246,Smart Tree Plantation by Gram Samriddhi Abhiyan,Draft,"Gram Samriddhi Abhiyan (GSA) has developed integrated Smart Tree Plantation initiative for tripling farmer income in collaboration with regional technology institution IIT-Kharagpur whose research recommended 15-20 best trees to plant (based on soil properties, climate, rainfall patterns). This creates triple benefits: re-forestation, bio-diversity, and cash income. GSA invests in nurseries, leveraging grants and subsidies from central and State Govt programs, to distribute healthy saplings for farmers to use. Along with, farmers are given training to create a small nearby pond for water harvesting, long-term caring of the saplings and trees to ensure full 10+ years life-time value, and market linkages for proper off take and pricing. The model results in farmer often able to increase their annual income three-fold to four-fold, besides long-term environmental & ecological benefits. ",2021,"The rural farmer generally depends on a single crop during the season and ends up working odd jobs in the other months. Crop diversification can help farmers to sustain themselves financially all through the year and reduce the risk of crop failure, increasing their income.",Gram Samriddhi Foundation," After several years of research, trials & testing Gram Samriddhi has discovered that the combination of:
1)	Training in Organic farming
2)	Fruit Tree Plantation
3)	Rainwater Harvesting farm ponds
4)	Biogas plants 
is a very cost-effective approach for multiple goals like:
a.	Uplifting farmers from poverty by multiplying their income 5X
b.	Ecologically protecting and rejuvenating the rural environment
c.	Protecting our health from side effects of pesticides and fertilizers ","GSA promotes organic fruit tree plantation for financial security of farmers. Farmers are convinced to partially shift from paddy cultivation to organic fruit tree plantation, for which they receive technical know-how, financial support, and good quality fruit saplings. This not only brings about financial prosperity to the farmers but also ecological prosperity through biodiversity, protection of flora and fauna, enhancement of agro-forestry and conservation of natural resources- maintaining quality of soil, air and water.","* For tens of millions of small farmers, opportunity to increase in income 5-fold compared to paddy cultivation in 2 years for farmers * Forward integration from Farm to plate * Organic fruits/vegetables for cities.","In the last 4 years GSA have reached 8 blocks of several districts in south West Bengal, 900 villages, 11,000 farmers planting 4,25,000 trees.  Approx 75% of the trees survived and giving fruits. 3287 farmers were also trained creating 95 biogas plants and 600 rainwater harvesting ponds. ",NGO,"VIP Enclave, Anand Vihar, 3 Raghunathpur, Baguiati Kolkota West Bengal India 700059",Kolkota,West Bengal,India,700059,info@gramsamriddhi.org,+91 8584866868,https://gramsamriddhi.org/,"There are about 160 million farmers in India, including 80 million small farmers holding less than 1 acre land. Most of them are stuck in a vicious poverty cycle, in need of simple and affordable interventions like Smart Tree plantation to help alleviate their poverty. ","Right selection of high-cash value fruit / vegetable tree saplings, pond for water harvesting, training for care & feed, market linkages to ensure full monetization.","As little as Rs 10,000 in Saplings & Rainwater Pit.",,Numerous awards and recognitions including those from State Govt and West Bengal.,1,info@ypointanalytics.com,-
,,247,Regenerative farming,Pending,"Regenerative Farming: Teaching farmers soil conservation, water conservation, crop-rotations, right selection of crops, and market linkages to transform communities and environment",2019,There is a need to build regenerative and circular agricultural supply chains that optimise value for small and marginal farmers.,Grameen Vikas Kendram,TBD,Grameen Vikas Kendram,TBD,Reached 25000 farmers across 1420 villages through 11 projects,NGO,TBD  Kurnool Andhra Pradesh India 123456,Kurnool,Andhra Pradesh,India,123456,Email TBD, Mobile TBD,,"GVK deploys frugal innovations for sustainable community development. Potential to reach more states (currently in AP, Odisha and Tel)",TBD,TBD. Needs 4-5 farmers become early adopters. 5-10 villages can be supported by 2 farmers ,,TBD,1,info@ypointanalytics.com,-
,,248,Rejuvenation of Water Bodies by BJS,Mature,"BJS has developed a comprehensive well-documented end-to-end water-body restoration process, supported by an online portal to disseminate all the learning aids and tools and best-practices for peer NGOs to replicate the model in their districts. Matured over last ten years of extensive work in Maharashtra, this thoroughly documented and replicable approach for self-sustainable scaling - leveraging MNREGA scheme support, community contributions (for transportation of silt that comes out of dredging of the ponds / lakes / tanks -- high-value organic fertilizer), Govt or CSR funding for excavators and fuel. Creating replicable examples in 100 districts in the country. ",2018,"Farmers and rural communities in more than half of the country endure droughts almost every year resulting in loss of crops and livestock, falling incomes and mounting debts.

Community water bodies deteriorate in the absence of ongoing maintenance. MNREGA has resources that can potentially be used for such work but there is no mechanism to do this in an organised and ongoing way. 

Further, lack of fully scripted model and training results in restorations that are short-lived (due to improper methodology) or fail to sustain lacking community backing, commitments and structures to maintain for long-haul. 

Upfront cost of excavators is another major inhibitor, requiring creative public-private partnerships (NGO, CSRs, Govt) to overcome this huge barrier. BJS has been able to secure major support from all three stakeholders to overcome these: Tata Trusts for 100+ excavators; State Govt for fuel; local communities for labor and transportation of silt. ",Bhartiya Jain Sanghatana (BJS),"Community mobilization towards unified goal of water body restoration, exact location selection, excavators to desist the waterbody, transportation of silt (high-value organic fertilizer) taken out to farms, community commitments to maintain the desalted water-body.",Bhartiya Jain Sanghatana (BJS),"100,000 villages and 20 million residents","Restored more than 10,000 water bodies in Maharashtra; Now on mission to store more than a dozen water bodies in 100 districts across the country, so as to create replicable local proof-points and enabled partners to then cascade the model and accelerate the mission.",NGO,"Bharatiya Jain Sanghatana, Level 8, Muttha Chambers II Senapati Bapat Road Pune Maharashtra India 411016",Pune,Maharashtra,India,411016,connect@bjsindia.org,+91 2066050000,https://mutthafoundation.org/mulyavardhan/,"All 770,000 villages and residents in India benefits from the restoration model.","Community members contributing labor for transportation of silt, Excavator machine rent and fuel costs, training, access to Govt schemes (MNREGA etc).","(1) Excavator rental - typically funded by CSR or Govt; (2) Fuel costs - typically funded by Govt scheme or special program or community; (3) Labor - which is typically 65% of the overall cost -- contributed by community by way of carting the excavated silt for application on their farmlands, benefiting from improved crop yield; also MNREGA scheme provides for reimbursement for labor contributions.",,"Recognized by State Govt of Maharashtra, major CSRs like Tata Trust, Niti Aayog. ",1,info@ypointanalytics.com,
,,249,Restoration of community water bodies,Pending,"Restoration of Community Water-bodies: Similar to BJS, except the focus is on water-sheds in the vicinity of river-basins. Also focusing on complementary demand-management solution to reduce water demand for water-hungry corps (such as cotton, sugarcase).",2019,The current state of the rivers reflects the environmental challenges faced by many urban rivers. Efforts toward sustainable management and restoration are crucial for its revival.,IIT-IIT.org,TBD,IIT-IIT.org,TBD,"Rejuvenation of water-bodies undertaken across 9 States in India.

Efforts have already resulted in 60 billion litres of storage capacity recapture",NGO,TBD  Manglore Karnataka India 123456,Manglore,Karnataka,India,123456,Email TBD, Mobile TBD,,The model can be easily scaled to other states,TBD,TBD,,TBD,1,info@ypointanalytics.com,-
,,250,Restoration of Community Water-bodies ,Pending,"Restoration of Community Water-bodies & structures and pollution treatment: Similar to IIT-IIT.org, but also expanded set of tools (e.g., water shafts) and models to cover full-spectrum of water structures (dykes, rivers, lakes, streams, tanks), and also treating polluted waters using five different approaches.",2019,"To address the impending water crisis, utilising existing
rainwater recharge mechanisms in nature is crucial. These
mechanisms hold the key to tackling pressing challenges
and ensuring sustainable availability of water resources.",AOL Social Impact Projects,TBD,AOL Social Impact Projects,TBD,"70+ rivers/streams rejuvenated across eight States including Karnataka, Tamilnadu, Maharashtra, Rajasthan and Punjab. Its water work has impacted 20,000+ villages, 59,000+ Square Kms influenced, 1,05,000 groundwater recharge structures built, and 3.45 crore people benefitted.",NGO,TBD  Pune Maharashtra India 123456,Pune,Maharashtra,India,123456,Email TBD, Mobile TBD,,The model can be easily scaled to other states,TBD,TBD,,TBD,1,info@ypointanalytics.com,-
,,252,Bore Charger,Draft,"Recharge of individual borewells, using nature's inherent storage capacity to store water after a rainfall. Using satellite and terrain mapping, coupled with angiography of inside of borewell, strategic openings are made in upper section of the inside of bore wells to draw water from surrounding sub-surface area into the bottom of the borewell. ",2018,"Water scarcity has been a persistent issue in many parts of India, including the districts of Kurnool and Nandyal in Andhra Pradesh. The depletion of groundwater levels, primarily due to over-extraction and inadequate recharge, has necessitated innovative solutions to enhance groundwater sustainability",Urdhvam Environmental Technologies Pvt. Ltd.,"BoreCharger machine, Survey of the area near the borewell","Very affordable; nearly one-third of the cost, and takes one-third the time relative to common alternative of pond-based harvesting. Avoids having to allocate precious land to a pond.",Scaling plans for 10 million farmers in 15 States with most urgent need,"3000+ farmers across 8 States; WHEELS supported pilot for 25 farmers in Kurnool (A.P.) producing very successful water gains (average 37% gain, 2-3 hours daily pumping) supporting 2-3 crops for farmers.",NGO,"Row House No-7 Shroff Soleno Opposite Orchid Hotel Banner, Mahalunge Road Pune Maharashtra India 411045",Pune,Maharashtra,India,411045,info@borecharger.com,+91 9117174040,http://www.borecharger.com,"Near 50m farmers that depend on individual bore wells for their agriculture needs and livelihoods, especially in 15 States where water tables have gone down dramatically to as much as 1500 feet, leaving many struggling to have even one crop a year.",BoreCharger machine; Preferable implementation for a cluster of borewells to achieve cost economies.,"With average cost about Rs 20000-25000, a highly scalable and self-sustainable intervention.",,Govt of India recognized innovation,1,info@ypointanalytics.com,-
,,254,Underground Spring rejuvenation in HP by WHEELS Global Foundation,Mature,"Restoration of Underground Springs using innovative Collaborative Governance model: Bringing technologies from partners (PSI, ACWADAM, IIT-Roorkee) and then using people & financial resources of 6 Himachal Pradesh ministeries for implementation of the solution. Developed a unique Collaboration Governance Framework and Portal to create effective and efficient public-private partnership and joint execution. Success in H.P. has created a replicable model to take to other severn Himalayan States.",2021,"Rural populations in Himachal Pradesh suffer from acute scarcity and depletion of available water sources due to multi-decade neglect of drainage systems and catchment areas. Nearly 55% of the underground springs have severe depletion. This scarcity impacts their lives, economy, health, and livelihoods. Without accurate identification of the catchment area for a particular spring, and then right methodology (slope, extend of removal of the top soil etc), resources are wasted and intervention has poor longevity.",PSI,Satellite data along with terrain data to pinpoint exact catchment areas responsible for rejuvenation of each underground spring; catchment area rehabilitation model; field resources to carry out the work,"PSI, ACWADAM, H.P. State",6 million lives in H.P.; similar or larger scale from replication in other northern States,"Initially covering 30 springs across 22 villages in 4 districts of Himachal Pradesh, the project now spans 55 springs across 32 villages
in 6 blocks of 4 districts. The State Government has initiated Spring Shed 2.0 to rejuvenate 500 springs across the entire state. In phase-3, program is expected to scale to cover entire State.",NGO,"440/7, Ghokhale Cross Road Shivajinagar Pune Maharashtra India 411016",Pune,Maharashtra,India,411016,Email TBD, Mobile TBD,,Nearly 6 million people in H.P. alone at end of phase-3 completion,Coordinates of catchment area and underground springs; field workers; clear steps for addressing drainage issues.,"The cost of rejuvenating springs has come down from Rs 10 lakhs to less than Rs 1
Lakh ( ~$1,330) per spring at the State government schedule rates.",,Recognized at various Conferences ,1,info@ypointanalytics.com,-
,,255,Drinking Water from Borewells,Pending,"The Taraltec:Majiâ„¢ Reactor device from Taraltec Solutions applies a breakthrough technology to disinfect water by destroying the microbes in it. The Taraltec:Majiâ„¢ Reactor harnesses the principles of physics, specifically fluid dynamics, to destroy microbes in the water, thereby eliminating water-borne diseases and rendering the water safe for drinking, food preparation, etc. The Taraltec:Majiâ„¢ Reactor can be easily retrofitted onto a hand pump â€“ such as the India Mark 2 model, within an hour by a fitter with no special training or tools.",2018,"By 2025, nearly half of the worldâ€™s population will be living in water-stressed areas. Contaminated water can transmit diseases such as diarrhea, cholera, dysentery, and typhoid, among others. Safe and readily available water is important for public health, whether it is used for drinking or personal use.",Taraltech,TBD,Taraltech,TBD,Working across 7 states and 29 locations Taraltec technology is well tested and implemented for impact,NGO,TBD  New Delhi Delhi India 110001,New Delhi,Delhi,India,110001,Email TBD, Mobile TBD,,"Opportunity to scale the solution to multiple locations where people rely on borewells, esp for drinking water",TBD,"With easy installation and deployment at a cost less than 7500 rupees, it is the suitable solution to scale.",,TBD,1,info@ypointanalytics.com,-
